major_code,major_name,degree_level,discipline,major_category,replace_rate,job_count,confidence,matched_job_titles_sample
120905,国际邮轮管理,本科（普通教育）,管理学,旅游管理类,0.0,0,low,
130201,音乐表演,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130202,音乐学,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130203,作曲与作曲技术理论,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130204,舞蹈表演,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130205,舞蹈学,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130206,舞蹈编导,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130207,舞蹈教育,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130208,航空服务艺术与管理,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130209,流行音乐,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130210,音乐治疗,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130211,流行舞蹈,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130212,音乐教育,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130213,冰雪舞蹈表演,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130214,舞蹈治疗,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130215,音乐科技,本科（普通教育）,艺术学,戏剧与影视学类,0.0,0,low,
130401,美术学,本科（普通教育）,艺术学,美术学类,0.0,0,low,
130402,绘画,本科（普通教育）,艺术学,美术学类,0.0,0,low,
130403,雕塑,本科（普通教育）,艺术学,美术学类,0.0,0,low,
130404,摄影,本科（普通教育）,艺术学,美术学类,0.0,0,low,
130405,书法学,本科（普通教育）,艺术学,美术学类,0.0,0,low,
130406,中国画,本科（普通教育）,艺术学,美术学类,0.0,0,low,
220101,资源勘查工程技术,本科（职业教育）,资源环境与安全,资源勘查类,0.0,0,low,
220301,导航工程技术,本科（职业教育）,资源环境与安全,测绘地理信息类,0.0,0,low,
220302,测绘工程技术,本科（职业教育）,资源环境与安全,测绘地理信息类,0.0,0,low,
220303,地理信息技术,本科（职业教育）,资源环境与安全,测绘地理信息类,0.0,0,low,
220401,油气储运工程,本科（职业教育）,资源环境与安全,石油与天然气类,0.0,0,low,
220402,石油工程技术,本科（职业教育）,资源环境与安全,石油与天然气类,0.0,0,low,
220501,智能采矿技术,本科（职业教育）,资源环境与安全,煤炭类,0.0,0,low,
220701,智慧气象技术,本科（职业教育）,资源环境与安全,气象类,0.0,0,low,
220801,生态环境工程技术,本科（职业教育）,资源环境与安全,环境保护类,0.0,0,low,
220802,生态环境数智化监测技术,本科（职业教育）,资源环境与安全,环境保护类,0.0,0,low,
220803,资源循环工程,本科（职业教育）,资源环境与安全,环境保护类,0.0,0,low,
220901,安全工程技术,本科（职业教育）,资源环境与安全,安全类,0.0,0,low,
220902,应急管理,本科（职业教育）,资源环境与安全,安全类,0.0,0,low,
230101,电力工程及自动化,本科（职业教育）,能源动力与材料,电力技术类,0.0,0,low,
230102,智能电网工程技术,本科（职业教育）,能源动力与材料,电力技术类,0.0,0,low,
230103,智慧综合能源工程,本科（职业教育）,能源动力与材料,电力技术类,0.0,0,low,
230201,热能动力工程,本科（职业教育）,能源动力与材料,热能与发电工程类,0.0,0,low,
230202,核工程与核技术应用,本科（职业教育）,能源动力与材料,热能与发电工程类,0.0,0,low,
230301,新能源发电工程技术,本科（职业教育）,能源动力与材料,新能源发电工程类,0.0,0,low,
230401,钢铁智能冶金技术,本科（职业教育）,能源动力与材料,黑色金属材料类,0.0,0,low,
230402,钢铁智能轧制技术,本科（职业教育）,能源动力与材料,黑色金属材料类,0.0,0,low,
230501,材料化冶金应用技术,本科（职业教育）,能源动力与材料,有色金属材料类,0.0,0,low,
230502,金属智能成型技术,本科（职业教育）,能源动力与材料,有色金属材料类,0.0,0,low,
230503,储能材料工程技术,本科（职业教育）,能源动力与材料,有色金属材料类,0.0,0,low,
230601,高分子材料工程技术,本科（职业教育）,能源动力与材料,非金属材料类,0.0,0,low,
230602,新材料与应用技术,本科（职业教育）,能源动力与材料,非金属材料类,0.0,0,low,
230701,建筑材料智能制造,本科（职业教育）,能源动力与材料,建筑材料类,0.0,0,low,
250201,智慧水利工程,本科（职业教育）,水利,水利工程与管理类,0.0,0,low,
250202,农业水利工程,本科（职业教育）,水利,水利工程与管理类,0.0,0,low,
250203,水利水电工程,本科（职业教育）,水利,水利工程与管理类,0.0,0,low,
250301,水利水电设备及自动化,本科（职业教育）,水利,水利水电设备类,0.0,0,low,
250401,生态水利工程,本科（职业教育）,水利,水土保持与水环境类,0.0,0,low,
250402,水环境工程,本科（职业教育）,水利,水土保持与水环境类,0.0,0,low,
270102,合成生物技术,本科（职业教育）,生物与化工,生物技术类,0.0,0,low,
270103,农业生物技术,本科（职业教育）,生物与化工,生物技术类,0.0,0,low,
270201,应用化工技术,本科（职业教育）,生物与化工,化工技术类,0.0,0,low,
270202,化工智能制造工程技术,本科（职业教育）,生物与化工,化工技术类,0.0,0,low,
270203,现代精细化工技术,本科（职业教育）,生物与化工,化工技术类,0.0,0,low,
300101,高速铁路工程,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300102,高速铁路动车组技术,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300103,高速铁路信号控制技术,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300104,铁道机车智能运用技术,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300105,高速铁路运营管理,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300106,高速铁路通信技术,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300107,高速铁路智能供电技术,本科（职业教育）,交通运输,铁道运输类,0.0,0,low,
300201,道路与桥梁工程,本科（职业教育）,交通运输,道路运输类,0.0,0,low,
300202,智能交通管理,本科（职业教育）,交通运输,道路运输类,0.0,0,low,
300203,汽车服务工程技术,本科（职业教育）,交通运输,道路运输类,0.0,0,low,
300301,航海技术,本科（职业教育）,交通运输,水上运输类,0.0,0,low,
300302,港口智能工程技术,本科（职业教育）,交通运输,水上运输类,0.0,0,low,
300303,轮机工程技术,本科（职业教育）,交通运输,水上运输类,0.0,0,low,
300304,国际邮轮运营管理,本科（职业教育）,交通运输,水上运输类,0.0,0,low,
300305,水路运输与海事管理,本科（职业教育）,交通运输,水上运输类,0.0,0,low,
300401,民航运输服务与管理,本科（职业教育）,交通运输,航空运输类,0.0,0,low,
300403,智慧机场运行与管理,本科（职业教育）,交通运输,航空运输类,0.0,0,low,
300404,通用航空航务技术,本科（职业教育）,交通运输,航空运输类,0.0,0,low,
300601,城市轨道交通信号与控制技术,本科（职业教育）,交通运输,城市轨道交通类,0.0,0,low,
300602,城市轨道交通设备与控制技术,本科（职业教育）,交通运输,城市轨道交通类,0.0,0,low,
300603,城市轨道交通智能运营,本科（职业教育）,交通运输,城市轨道交通类,0.0,0,low,
300701,邮政快递管理,本科（职业教育）,交通运输,邮政类,0.0,0,low,
330602,市场营销,本科（职业教育）,财经商贸,工商管理类,0.0,0,low,
370101,学前教育,本科（职业教育）,教育与体育,教育类,0.0,0,low,
380201,刑事科学技术,本科（职业教育）,公安与司法,公安技术类,0.0,0,low,
380202,网络安全与执法,本科（职业教育）,公安与司法,公安技术类,0.0,0,low,
380401,法律,本科（职业教育）,公安与司法,法律实务类,0.0,0,low,
380501,刑事矫正与管理,本科（职业教育）,公安与司法,法律执行类,0.0,0,low,
380502,司法警务管理,本科（职业教育）,公安与司法,法律执行类,0.0,0,low,
380503,综合行政执法,本科（职业教育）,公安与司法,法律执行类,0.0,0,low,
380601,智慧司法技术与应用,本科（职业教育）,公安与司法,司法技术类,0.0,0,low,
390202,人力资源管理,本科（职业教育）,公共管理与服务,公共管理类,0.0,0,low,
390203,行政管理,本科（职业教育）,公共管理与服务,公共管理类,0.0,0,low,
420101,国土资源调查与管理,高职（专科）,资源环境与安全,资源勘查类,0.0,0,low,
420102,地质调查与矿产普查,高职（专科）,资源环境与安全,资源勘查类,0.0,0,low,
420103,生态地质调查,高职（专科）,资源环境与安全,资源勘查类,0.0,0,low,
420105,煤田地质勘查,高职（专科）,资源环境与安全,资源勘查类,0.0,0,low,
420106,岩矿分析与鉴定,高职（专科）,资源环境与安全,资源勘查类,0.0,0,low,
420201,工程地质勘查,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420202,水文与工程地质,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420203,矿山地质,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420204,钻探工程技术,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420205,岩土工程技术,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420206,地球物理勘探技术,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420207,地质灾害调查与防治,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420208,环境地质工程,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420209,城市地质勘查,高职（专科）,资源环境与安全,地质类,0.0,0,low,
420301,工程测量技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420302,测绘工程技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420303,测绘地理信息技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420304,摄影测量与遥感技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420305,地籍测绘与土地管理,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420306,国土空间规划与测绘,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420307,无人机测绘技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420308,矿山测量,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420309,导航与位置服务,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420310,空间数字建模与应用技术,高职（专科）,资源环境与安全,测绘地理信息类,0.0,0,low,
420401,油气储运技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420402,油气地质勘探技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420403,钻井技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420404,油气智能开采技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420405,油田化学应用技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420406,石油工程技术,高职（专科）,资源环境与安全,石油与天然气类,0.0,0,low,
420601,矿山智能开采技术,高职（专科）,资源环境与安全,金属与非金属矿类,0.0,0,low,
420602,矿物加工技术,高职（专科）,资源环境与安全,金属与非金属矿类,0.0,0,low,
420701,大气科学技术,高职（专科）,资源环境与安全,环境保护类,0.0,0,low,
420702,大气探测技术,高职（专科）,资源环境与安全,环境保护类,0.0,0,low,
420703,应用气象技术,高职（专科）,资源环境与安全,环境保护类,0.0,0,low,
420704,雷电防护技术,高职（专科）,资源环境与安全,环境保护类,0.0,0,low,
420801,环境监测技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420802,环境工程技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420803,生态保护技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420804,生态环境大数据技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420805,环境管理与评价,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420808,资源综合利用技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420810,核与辐射检测防护技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
420811,智能环保装备技术,高职（专科）,资源环境与安全,安全类,0.0,0,low,
430101,发电厂及电力系统,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430103,水电站与电力网技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430104,分布式发电与智能微电网技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430105,电力系统自动化技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430106,电力系统继电保护技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430107,输配电工程技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430108,供用电技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430109,农业电气化技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430110,机场电工技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430111,电力客户服务与管理,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430112,电力储能应用技术,高职（专科）,能源动力与材料,电力技术类,0.0,0,low,
430201,热能动力工程技术,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430202,城市热能应用技术,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430203,地热开发技术,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430205,发电运行技术,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430207,核电站动力设备运行与维护,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430208,电厂化学与环保技术,高职（专科）,能源动力与材料,热能与发电工程类,0.0,0,low,
430301,光伏工程技术,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430302,风力发电工程技术,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430303,生物质能应用技术,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430304,氢能技术应用,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430305,工业节能技术,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430306,节电技术与管理,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430307,新能源材料应用技术,高职（专科）,能源动力与材料,新能源发电工程类,0.0,0,low,
430401,钢铁智能冶金技术,高职（专科）,能源动力与材料,黑色金属材料类,0.0,0,low,
430402,智能轧钢技术,高职（专科）,能源动力与材料,黑色金属材料类,0.0,0,low,
430404,金属材料检测技术,高职（专科）,能源动力与材料,黑色金属材料类,0.0,0,low,
430501,有色金属智能冶金技术,高职（专科）,能源动力与材料,有色金属材料类,0.0,0,low,
430502,金属智能加工技术,高职（专科）,能源动力与材料,有色金属材料类,0.0,0,low,
430503,金属精密成型技术,高职（专科）,能源动力与材料,有色金属材料类,0.0,0,low,
430504,储能材料技术,高职（专科）,能源动力与材料,有色金属材料类,0.0,0,low,
430505,稀土材料技术,高职（专科）,能源动力与材料,有色金属材料类,0.0,0,low,
430601,材料工程技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430602,高分子材料智能制造技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430603,复合材料智能制造技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430604,航空复合材料成型与加工技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430605,非金属矿物材料技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430606,光伏材料制备技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430607,硅材料制备技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430608,炭材料工程技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430609,橡胶智能制造技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430610,电子信息材料应用技术,高职（专科）,能源动力与材料,非金属材料类,0.0,0,low,
430701,建筑材料工程技术,高职（专科）,能源动力与材料,建筑材料类,0.0,0,low,
430702,新型建筑材料技术,高职（专科）,能源动力与材料,建筑材料类,0.0,0,low,
430703,建筑装饰材料技术,高职（专科）,能源动力与材料,建筑材料类,0.0,0,low,
430704,建筑材料检测技术,高职（专科）,能源动力与材料,建筑材料类,0.0,0,low,
430705,装配式建筑构件智能制造技术,高职（专科）,能源动力与材料,建筑材料类,0.0,0,low,
450101,水文与水资源技术,高职（专科）,水利,水文水资源类,0.0,0,low,
450102,水政水资源管理,高职（专科）,水利,水文水资源类,0.0,0,low,
450201,水利工程,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450203,水利水电工程技术,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450204,水利水电工程智能管理,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450205,水利水电建筑工程,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450206,机电排灌工程技术,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450207,治河与航道工程技术,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450208,智能水务管理,高职（专科）,水利,水利工程与管理类,0.0,0,low,
450301,水电站设备安装与管理,高职（专科）,水利,水利水电设备类,0.0,0,low,
450303,水利机电设备智能管理,高职（专科）,水利,水利水电设备类,0.0,0,low,
450401,水土保持技术,高职（专科）,水利,水土保持与水环境类,0.0,0,low,
450402,水环境智能监测与治理,高职（专科）,水利,水土保持与水环境类,0.0,0,low,
450403,水生态修复技术,高职（专科）,水利,水土保持与水环境类,0.0,0,low,
470101,食品生物技术,高职（专科）,生物与化工,生物技术类,0.0,0,low,
470102,药品生物技术,高职（专科）,生物与化工,生物技术类,0.0,0,low,
470106,绿色生物制造技术,高职（专科）,生物与化工,生物技术类,0.0,0,low,
500101,铁道工程技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500103,铁道桥梁隧道工程技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500105,铁道机车运用与维护,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500106,铁道车辆技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500107,铁道供电技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500108,动车组检修技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500110,铁道信号自动控制,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500111,铁道通信与信息化技术,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500112,铁道交通运营管理,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500113,高速铁路客运服务,高职（专科）,交通运输,铁道运输类,0.0,0,low,
500201,道路与桥梁工程技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500202,道路机械化施工技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500204,道路工程检测技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500205,道路工程造价,高职（专科）,交通运输,道路运输类,0.0,0,low,
500206,道路养护与管理,高职（专科）,交通运输,道路运输类,0.0,0,low,
500207,智能交通技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500208,道路运输管理,高职（专科）,交通运输,道路运输类,0.0,0,low,
500209,交通运营管理,高职（专科）,交通运输,道路运输类,0.0,0,low,
500210,汽车技术服务与营销,高职（专科）,交通运输,道路运输类,0.0,0,low,
500211,汽车检测与维修技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500212,新能源汽车检测与维修技术,高职（专科）,交通运输,道路运输类,0.0,0,low,
500301,航海技术,高职（专科）,交通运输,水上运输类,0.0,0,low,
500302,港口与航道工程技术,高职（专科）,交通运输,水上运输类,0.0,0,low,
500303,轮机工程技术,高职（专科）,交通运输,水上运输类,0.0,0,low,
500304,国际邮轮乘务管理,高职（专科）,交通运输,水上运输类,0.0,0,low,
500305,水路运输安全管理,高职（专科）,交通运输,水上运输类,0.0,0,low,
500307,港口与航运管理,高职（专科）,交通运输,水上运输类,0.0,0,low,
500308,船舶电子电气技术,高职（专科）,交通运输,水上运输类,0.0,0,low,
500309,船舶检验,高职（专科）,交通运输,水上运输类,0.0,0,low,
500310,集装箱运输管理,高职（专科）,交通运输,水上运输类,0.0,0,low,
500401,民航运输服务,高职（专科）,交通运输,航空运输类,0.0,0,low,
500402,民航通信技术,高职（专科）,交通运输,航空运输类,0.0,0,low,
500403,定翼机驾驶技术,高职（专科）,交通运输,航空运输类,0.0,0,low,
500404,直升机驾驶技术,高职（专科）,交通运输,航空运输类,0.0,0,low,
500405,空中乘务,高职（专科）,交通运输,航空运输类,0.0,0,low,
500406,民航安全技术管理,高职（专科）,交通运输,航空运输类,0.0,0,low,
500407,民航空中安全保卫,高职（专科）,交通运输,航空运输类,0.0,0,low,
500408,机场运行服务与管理,高职（专科）,交通运输,航空运输类,0.0,0,low,
500409,飞机机电设备维修,高职（专科）,交通运输,航空运输类,0.0,0,low,
500411,飞机部件修理,高职（专科）,交通运输,航空运输类,0.0,0,low,
500412,通用航空器维修,高职（专科）,交通运输,航空运输类,0.0,0,low,
500413,飞机结构修理,高职（专科）,交通运输,航空运输类,0.0,0,low,
500414,航空地面设备维修,高职（专科）,交通运输,航空运输类,0.0,0,low,
500415,机场场务技术与管理,高职（专科）,交通运输,航空运输类,0.0,0,low,
500416,通用航空航务技术,高职（专科）,交通运输,航空运输类,0.0,0,low,
500417,航空油料,高职（专科）,交通运输,航空运输类,0.0,0,low,
500501,管道工程技术,高职（专科）,交通运输,管道运输类,0.0,0,low,
500502,管道运输管理,高职（专科）,交通运输,管道运输类,0.0,0,low,
500601,城市轨道交通工程技术,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500602,城市轨道车辆应用技术,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500603,城市轨道交通机电技术,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500604,城市轨道交通通信信号技术,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500605,城市轨道交通供配电技术,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500606,城市轨道交通运营管理,高职（专科）,交通运输,城市轨道交通类,0.0,0,low,
500701,邮政快递运营管理,高职（专科）,交通运输,邮政类,0.0,0,low,
500702,邮政快递智能技术,高职（专科）,交通运输,邮政类,0.0,0,low,
500703,邮政通信管理,高职（专科）,交通运输,邮政类,0.0,0,low,
570101,早期教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570102,学前教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570103,小学教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570104,小学语文教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570105,小学数学教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570106,小学英语教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570107,小学科学教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570108,音乐教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570110,体育教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570111,小学道德与法治教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570112,舞蹈教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570113,艺术教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570114,特殊教育,高职（专科）,教育与体育,教育类,0.0,0,low,
570115,现代教育技术,高职（专科）,教育与体育,教育类,0.0,0,low,
570116,心理健康教育,高职（专科）,教育与体育,教育类,0.0,0,low,
580101,治安管理,高职（专科）,公安与司法,公安管理类,0.0,0,low,
580102,道路交通管理,高职（专科）,公安与司法,公安管理类,0.0,0,low,
580103,特警,高职（专科）,公安与司法,公安管理类,0.0,0,low,
580104,警务指挥与战术,高职（专科）,公安与司法,公安管理类,0.0,0,low,
580201,刑事科学技术,高职（专科）,公安与司法,公安技术类,0.0,0,low,
580202,网络安全与执法,高职（专科）,公安与司法,公安技术类,0.0,0,low,
580203,警犬技术,高职（专科）,公安与司法,公安技术类,0.0,0,low,
580401,法律事务,高职（专科）,公安与司法,法律实务类,0.0,0,low,
580402,法律文秘,高职（专科）,公安与司法,法律实务类,0.0,0,low,
580403,检察事务,高职（专科）,公安与司法,法律实务类,0.0,0,low,
580501,刑事执行,高职（专科）,公安与司法,法律执行类,0.0,0,low,
580502,民事执行,高职（专科）,公安与司法,法律执行类,0.0,0,low,
580503,行政执行,高职（专科）,公安与司法,法律执行类,0.0,0,low,
580504,司法警务,高职（专科）,公安与司法,法律执行类,0.0,0,low,
580505,社区矫正,高职（专科）,公安与司法,法律执行类,0.0,0,low,
590202,人力资源管理,高职（专科）,公共管理与服务,公共管理类,0.0,0,low,
590206,行政管理,高职（专科）,公共管理与服务,公共管理类,0.0,0,low,
